Category	Marathi	Ambiguous
खाद्य	संत्र्याच्या फळाचा उपयोग सौंदर्यप्रसाधनांमध्ये केला जातो.	फळ 
खाद्य	टरबूजाच्या फळातील रस थंडावा देतो.	फळ 
खाद्य	डाळिंबाच्या फळामुळे रक्तातील हिमोग्लोबिन वाढते.	फळ 
खाद्य	रोज वेगवेगळी फळे खाल्ल्याने शरीर निरोगी राहते.	फळ 
खाद्य	फळांचा रस लहान मुलांसाठी फायदेशीर असतो.	फळ 
खाद्य	आंब्याच्या फळाचा उपयोग आइसक्रीममध्ये केला जातो.	फळ 
खाद्य	फळांचा रस पिणे आरोग्यासाठी फायदेशीर असते.	फळ 
खाद्य	डाळिंबाच्या फळातील दाणे गोडसर लागतात.	फळ 
खाद्य	टरबूजाचे फळ उन्हाळ्यात खूप ताजेतवाने वाटते.	फळ 
खाद्य	संत्र्याच्या फळाचा रस गोडसर आणि आंबटसर असतो.	फळ 
खाद्य	सफरचंदाच्या फळाचा उपयोग फ्रूट पायमध्ये केला जातो.	फळ 
खाद्य	फळांचे सेवन नियमित केल्यास पचनसंस्था सुधारते.	फळ 
खाद्य	चिकूच्या फळाचा उपयोग मिल्कशेकमध्ये केला जातो.	फळ 
खाद्य	लिंबाच्या फळाचा उपयोग थंडगार सरबतासाठी केला जातो.	फळ 
खाद्य	काही फळांचे लोणचं खूप चविष्ट लागते.	फळ 
खाद्य	केळीच्या फळाचे चिप्स बनवले जातात.	फळ 
खाद्य	अननसाच्या फळाचा उपयोग पिझ्झामध्ये केला जातो.	फळ 
खाद्य	फळांचा उपयोग विविध प्रकारच्या स्मूदींमध्ये केला जातो.	फळ 
खाद्य	बेदाणे हे वाळवलेले फळ असल्याने ते दीर्घकाळ टिकते.	फळ 
खाद्य	संत्र्याच्या फळाच्या रसाने थकवा दूर होतो.	फळ 
खाद्य	पेरूच्या फळामध्ये भरपूर फायबर असते.	फळ 
खाद्य	जांभळाच्या फळाचा उपयोग आयुर्वेदिक औषधांमध्ये केला जातो.	फळ 
खाद्य	उन्हाळ्यात कोकमाच्या फळाचा रस शरीराला थंडावा देतो.	फळ 
खाद्य	फळांचा उपयोग केक आणि पेस्ट्री सजवण्यासाठी केला जातो.	फळ 
खाद्य	लिंबाच्या फळाचा रस डिटॉक्स ड्रिंकमध्ये वापरला जातो.	फळ 
खाद्य	फळांचे सेवन नियमित केल्यास त्वचा तजेलदार होते.	फळ 
खाद्य	आंब्याच्या फळाचा उपयोग आमरस तयार करण्यासाठी होतो.	फळ 
खाद्य	फळांचे मुरांबा आणि जॅम बनवले जातात.	फळ 
खाद्य	चिकूच्या फळाचा गर गोडसर आणि मऊसर लागतो.	फळ 
खाद्य	फळांचे सेवन करून आपण शरीर निरोगी ठेवू शकतो.	फळ 
खाद्य	सफरचंदाचे फळ उष्ण प्रदेशातही सहज मिळते.	फळ 
खाद्य	डाळिंबाच्या फळामुळे रक्तातील हिमोग्लोबिन वाढते.	फळ 
खाद्य	काही फळांपासून शीतपेय तयार करता येते.	फळ 
खाद्य	केळीच्या फळाचा उपयोग पिठाच्या पदार्थांमध्ये होतो.	फळ 
खाद्य	जांभळाचे फळ मधुमेहींसाठी फायदेशीर मानले जाते.	फळ 
खाद्य	पेरूच्या फळाचा उपयोग सौंदर्यप्रसाधनांमध्ये केला जातो.	फळ 
खाद्य	द्राक्षांच्या फळापासून जेली तयार केली जाते.	फळ 
खाद्य	काही फळांपासून वाईन तयार केली जाते.	फळ 
खाद्य	नारळाचे फळ कोवळे असताना त्याचा रस अधिक गोडसर लागतो.	फळ 
खाद्य	फळांपासून तयार केलेले सूप हलके आणि पचनास सोपे असते.	फळ 
खाद्य	आंब्याच्या फळाचा उपयोग शेक तयार करण्यासाठी केला जातो.	फळ 
खाद्य	सफरचंदाचे फळ दीर्घकाळ टिकू शकते.	फळ 
खाद्य	काही फळांपासून साखरकट बनवली जाते.	फळ 
खाद्य	फळांचे सेवन थकवा दूर करण्यास मदत करते.	फळ 
खाद्य	अननसाच्या फळातील रस हायड्रेट ठेवतो.	फळ 
खाद्य	संत्र्याच्या फळाचा उपयोग जॅम आणि मुरंब्यामध्ये होतो.	फळ 
खाद्य	पेरूच्या फळाचा उपयोग आयुर्वेदिक औषधांमध्ये केला जातो.	फळ 
खाद्य	चिकूचे फळ लहान मुलांना फार आवडते.	फळ 
खाद्य	बेदाणे हे पोषणमूल्याने भरपूर फळ आहे.	फळ 
खाद्य	द्राक्षांचे फळ गोडसर आणि रसाळ लागते.	फळ 
खाद्य	नारळाच्या फळाचा उपयोग मिठाईत मोठ्या प्रमाणावर केला जातो.	फळ 
खाद्य	टरबूजाच्या फळातील गोडसर रस उन्हाळ्यात गारवा देतो.	फळ 
खाद्य	संत्र्याच्या फळाची साल सौंदर्यासाठी उपयोगी आहे.	फळ 
खाद्य	काही फळांचे बियाणे औषधांमध्ये वापरले जातात.	फळ 
खाद्य	आंब्याच्या फळाचा उपयोग सुक्या आमसुलासाठी केला जातो.	फळ 
खाद्य	चिकूच्या फळाचा उपयोग आईस्क्रीममध्ये केला जातो.	फळ 
खाद्य	केळीच्या फळाचे पीठ करून त्याचा उपयोग पदार्थांमध्ये केला जातो.	फळ 
खाद्य	टरबूजाच्या फळात भरपूर अँटीऑक्सिडंट्स असतात.	फळ 
खाद्य	सफरचंदाच्या फळाचा रस शरीरासाठी टॉनिकसारखा कार्य करतो.	फळ 
खाद्य	काही फळांपासून नैसर्गिक औषधे तयार केली जातात.	फळ 
खाद्य	अननसाच्या फळातील फायबर पचनास मदत करतो.	फळ 
खाद्य	पेरूच्या फळामध्ये भरपूर जीवनसत्त्व ‘C’ असते.	फळ 
खाद्य	संत्र्याचे फळ हिवाळ्यात जास्त खाल्ले जाते.	फळ 
खाद्य	द्राक्षाच्या फळापासून साखर बनवली जाते.	फळ 
खाद्य	फळांचा उपयोग विविध प्रकारच्या मिष्ठान्नात केला जातो.	फळ 
खाद्य	सफरचंदाच्या फळाचा उपयोग सिरप तयार करण्यासाठी होतो.	फळ 
खाद्य	केळीच्या फळाचे सेवन शरीरातील उष्णता नियंत्रित करते.	फळ 
खाद्य	पेरूच्या फळाचा गर गोडसर आणि मऊसर लागतो.	फळ 
खाद्य	चिकूचे फळ उन्हाळ्यात जास्त प्रमाणात मिळते.	फळ 
खाद्य	काही फळांचा उपयोग हिवाळ्यात शरीर गरम ठेवण्यासाठी होतो.	फळ 
खाद्य	लिंबाच्या फळाचा उपयोग मसाल्यांमध्ये केला जातो.	फळ 
खाद्य	फळांपासून बनवलेले केक अधिक स्वादिष्ट लागतात.	फळ 
खाद्य	आंब्याच्या फळाचा उपयोग चटणी बनवण्यासाठी होतो.	फळ 
खाद्य	बेदाण्याचे फळ स्नॅक्समध्ये मोठ्या प्रमाणावर वापरले जाते.	फळ 
खाद्य	काही फळांचे सेवन शरीरासाठी थंडावा देणारे असते.	फळ 
खाद्य	सफरचंदाच्या फळाचा रस ऊर्जा वाढवतो.	फळ 
खाद्य	फळांचे सेवन केल्याने केस निरोगी राहतात.	फळ 
खाद्य	अननसाच्या फळाचा रस खूप ताजेतवाने वाटतो.	फळ 
खाद्य	टरबूजाच्या फळाचा उपयोग थंड पेय तयार करण्यासाठी केला जातो.	फळ 
खाद्य	रोज फळे खाल्ल्यास शरीराला आवश्यक पोषण मिळते.	फळ 
परिणाम	मेहनतीचे फळ गोड असते.	फळ 
परिणाम	चांगल्या कर्मांचे फळ नक्की मिळते.	फळ 
परिणाम	कष्टांचे फळ नेहमीच मिळते.	फळ 
परिणाम	दुष्कृत्यांचे फळ वाईटच असते.	फळ 
परिणाम	संयमाचे फळ गोड असते.	फळ 
परिणाम	शिक्षणाचे फळ यशस्वी करिअर असते.	फळ 
परिणाम	सत्कर्मांचे फळ सुखदायक असते.	फळ 
परिणाम	चुकीच्या मार्गाने मिळवलेले फळ तात्पुरतेच असते.	फळ 
परिणाम	धैर्याचे फळ कधी ना कधी मिळतेच.	फळ 
परिणाम	परिश्रमांचे फळ उशिरा का होईना, पण मिळतेच.	फळ 
परिणाम	प्रयत्नांचे फळ नक्की मिळते.	फळ 
परिणाम	योग्य विचारांचे फळ नेहमी चांगलेच असते.	फळ 
परिणाम	निस्वार्थ सेवेचे फळ मोठे असते.	फळ 
परिणाम	अहंकाराचे फळ नेहमी वाईटच असते.	फळ 
परिणाम	वाईट संगतीचे फळ वाईटच लागते.	फळ 
परिणाम	नकारात्मक विचारांचे फळ निराशा असते.	फळ 
परिणाम	प्रेमाचे फळ आनंद असते.	फळ 
परिणाम	प्रामाणिकतेचे फळ समाधान असते.	फळ 
परिणाम	धैर्याचे फळ मोठे यश असते.	फळ 
परिणाम	श्रद्धेचे फळ सकारात्मकता असते.	फळ 
परिणाम	चुकीच्या निर्णयाचे फळ संधी गमावणे असते.	फळ 
परिणाम	ज्ञानाचे फळ शांतता असते.	फळ 
परिणाम	सुसंस्कारांचे फळ चांगले आचरण असते.	फळ 
परिणाम	लोभाचे फळ दुःख असते.	फळ 
परिणाम	चांगल्या मित्रांचे फळ सुखकर आयुष्य असते.	फळ 
परिणाम	प्रामाणिक प्रयत्नांचे फळ चांगले करिअर असते.	फळ 
परिणाम	अनास्थेचे फळ अपयश असते.	फळ 
परिणाम	वेळेच्या व्यवस्थापनाचे फळ यशस्वी जीवन असते.	फळ 
परिणाम	योग्य विचारांचे फळ आत्मिक समाधान असते.	फळ 
परिणाम	सूड घेण्याचे फळ त्रासदायक असते.	फळ 
परिणाम	अपयशाचे फळ धडा शिकण्यास मदत करते.	फळ 
परिणाम	संयमाचे फळ नेहमीच गोड असते.	फळ 
परिणाम	अभ्यासाचे फळ चांगले गुण मिळणे असते.	फळ 
परिणाम	योग्य कृतीचे फळ यशस्वी जीवन असते.	फळ 
परिणाम	सतत शिकण्याचे फळ ज्ञान असते.	फळ 
परिणाम	सुसंगतीचे फळ चांगली वृत्ती असते.	फळ 
परिणाम	रागाचे फळ वैर असते.	फळ 
परिणाम	प्रेमाचे फळ नेहमी सकारात्मकच असते.	फळ 
परिणाम	दुष्कृत्यांचे फळ भीती असते.	फळ 
परिणाम	लोककल्याणाचे फळ आत्मिक शांती असते.	फळ 
परिणाम	खोटेपणाचे फळ विश्वासघात असते.	फळ 
परिणाम	दानाचे फळ पुण्य असते.	फळ 
परिणाम	परिश्रमांचे फळ योग्य वेळी मिळते.	फळ 
परिणाम	लालसेचे फळ दुःख असते.	फळ 
परिणाम	चांगल्या वागणुकीचे फळ प्रेम मिळणे असते.	फळ 
परिणाम	स्वार्थाचे फळ एकाकीपणा असते.	फळ 
परिणाम	चांगल्या संस्कारांचे फळ उत्तम समाज असतो.	फळ 
परिणाम	नकारात्मकतेचे फळ निराशा असते.	फळ 
परिणाम	सहकार्याचे फळ एकत्रित यश असते.	फळ 
परिणाम	आत्मविश्वासाचे फळ मोठे यश असते.	फळ 
परिणाम	धैर्याचे फळ आत्मसंतोष असते.	फळ 
परिणाम	परिश्रमांचे फळ यशस्वी जीवनशैली असते.	फळ 
परिणाम	चांगल्या नात्यांचे फळ आनंद असते.	फळ 
परिणाम	स्वच्छ मनाचे फळ चांगले विचार असतात.	फळ 
परिणाम	वक्तशीरतेचे फळ आदर मिळतो.	फळ 
परिणाम	सकारात्मक विचारांचे फळ उत्साह असते.	फळ 
परिणाम	आलस्याचे फळ अपयश असते.	फळ 
परिणाम	अपमानाचे फळ तणाव असते.	फळ 
परिणाम	समाधानाचे फळ शांतता असते.	फळ 
परिणाम	आत्मसंयमाचे फळ सामर्थ्य असते.	फळ 
परिणाम	धाडसाचे फळ मोठे यश असते.	फळ 
परिणाम	नकारात्मक वृत्तीचे फळ दुःख असते.	फळ 
परिणाम	निस्वार्थ भावनेचे फळ शांतता असते.	फळ 
परिणाम	जिद्दीचे फळ नेहमीच मिळते.	फळ 
परिणाम	दुर्लक्षाचे फळ समस्या निर्माण करते.	फळ 
परिणाम	सेवा भावनेचे फळ समाजाचा आदर असतो.	फळ 
परिणाम	ईर्ष्येचे फळ मनस्ताप असते.	फळ 
परिणाम	संयमाचे फळ मोठ्या गोष्टींची प्राप्ती असते.	फळ 
परिणाम	वाईट निर्णयांचे फळ पश्चात्ताप असते.	फळ 
परिणाम	आत्मशोधाचे फळ समाधान असते.	फळ 
परिणाम	सन्मानाचे फळ अधिक जबाबदारी असते.	फळ 
परिणाम	लोभाचे फळ दुःख आणि अशांतता असते.	फळ 
परिणाम	प्रेमळ वागण्याचे फळ आनंद असते.	फळ 
परिणाम	परोपकाराचे फळ समाधान असते.	फळ 
परिणाम	सहनशीलतेचे फळ यश मिळवते.	फळ 
परिणाम	उदासीनतेचे फळ अपयश असते.	फळ 
परिणाम	दुराग्रहाचे फळ मतभेद असतात.	फळ 
परिणाम	कौशल्याचे फळ चांगले काम मिळणे असते.	फळ 
परिणाम	क्षमाशीलतेचे फळ आत्मिक शांती असते.	फळ 
परिणाम	नम्रतेचे फळ समाजात सन्मान मिळणे असते.	फळ 
परिणाम	चांगल्या सवयीचे फळ निरोगी जीवन असते.	फळ 
परिणाम	शिक्षणाचे फळ योग्य संधी मिळणे असते.	फळ 
परिणाम	सतत प्रयत्न करण्याचे फळ यश मिळवणे असते.	फळ 
परिणाम	संयम बाळगण्याचे फळ मानसिक स्थिरता असते.	फळ 
परिणाम	परिश्रमांचे फळ आर्थिक स्थैर्य असते.	फळ 
परिणाम	आत्मविश्वासाचे फळ धाडसी निर्णय घेणे असते.	फळ 
परिणाम	ज्ञानाचे फळ बुद्धीमत्ता वाढणे असते.	फळ 
परिणाम	खोटेपणाचे फळ समाजात बदनामी असते.	फळ 
परिणाम	सहनशीलतेचे फळ नातेसंबंध टिकून राहणे असते.	फळ 
परिणाम	निस्वार्थी वृत्तीचे फळ आत्मसंतोष असते.	फळ 
परिणाम	जबाबदारी स्वीकारण्याचे फळ प्रगती असते.	फळ 
परिणाम	संकटांना सामोरे जाण्याचे फळ मजबूत मन असते.	फळ 
परिणाम	उत्तम आचरणाचे फळ इतरांकडून सन्मान मिळणे असते.	फळ 
परिणाम	सतत शिकण्याचे फळ ज्ञान वाढणे असते.	फळ 
परिणाम	नम्रतेचे फळ लोकांकडून प्रेम मिळणे असते.	फळ 
परिणाम	चुकीच्या सवयीचे फळ आरोग्याचे नुकसान असते.	फळ 
परिणाम	आळसाचे फळ अपयश आणि संधी गमावणे असते.	फळ 
परिणाम	धैर्याचे फळ कठीण प्रसंगातही स्थिर राहणे असते.	फळ 
परिणाम	संयमाचे फळ मोठ्या संधी मिळणे असते.	फळ 
परिणाम	कठीण काळात संयम बाळगण्याचे फळ आनंदाने जिंकणे असते.	फळ 
परिणाम	अभ्यासाचे फळ चांगली नोकरी मिळणे असते.	फळ 
परिणाम	नकारात्मक विचारांचे फळ दु:ख असते.	फळ 
परिणाम	सतत प्रयत्नांचे फळ यशस्वी भविष्य असते.	फळ 
परिणाम	संयमाचे फळ नेहमीच चांगले मिळते.	फळ 
परिणाम	सत्याचे फळ शाश्वत यश असते.	फळ 
परिणाम	वाईट संगतीचे फळ अपयश असते.	फळ 
परिणाम	आई-वडिलांच्या आशीर्वादाचे फळ आयुष्यात सुख मिळणे असते.	फळ 
परिणाम	योग्य वेळी घेतलेल्या निर्णयाचे फळ समाधान असते.	फळ 
परिणाम	दानधर्माचे फळ मनःशांती असते.	फळ 
परिणाम	मेहनतीचे फळ भरपूर यश असते.	फळ 
परिणाम	सहनशीलतेचे फळ मोठ्या संधी मिळवून देते.	फळ 
परिणाम	चांगल्या कर्मांचे फळ लवकर मिळते.	फळ 
परिणाम	वाईट विचारांचे फळ त्रासदायक असते.	फळ 
परिणाम	धैर्याचे फळ अडचणींवर मात करण्यात मदत करते.	फळ 
परिणाम	जबाबदारीचे फळ विश्वास असतो.	फळ 
परिणाम	चुका स्वीकारण्याचे फळ आत्मसुधारणा असते.	फळ 
परिणाम	ज्ञानाचे फळ आत्मविश्वास असते.	फळ 
परिणाम	लोभाचे फळ कधीच चांगले नसते.	फळ 
परिणाम	संयम बाळगण्याचे फळ अंततः यश मिळणे असते.	फळ 
परिणाम	कष्टांचे फळ अपार यश असते.	फळ 
परिणाम	स्वार्थीपणाचे फळ नाते तुटणे असते.	फळ 
परिणाम	क्षमाशीलतेचे फळ समाधान असते.	फळ 
परिणाम	परिश्रमाचे फळ उशिरा का होईना, पण नक्की मिळते.	फळ 
परिणाम	जिद्दीचे फळ मोठ्या यशात बदलते.	फळ 
परिणाम	दुसऱ्याला मदत करण्याचे फळ समाधान असते.	फळ 
परिणाम	संयमाचे फळ मोठे निर्णय घेण्यास मदत करते.	फळ 
परिणाम	ईर्ष्येचे फळ नेहमी वाईटच असते.	फळ 
परिणाम	सकारात्मक दृष्टिकोनाचे फळ आनंदी जीवन असते.	फळ 
परिणाम	आलस्याचे फळ अपयश आणि संधी गमावणे असते.	फळ 
परिणाम	नम्रतेचे फळ समाजात आदर मिळणे असते.	फळ 
परिणाम	कठोर परिश्रमांचे फळ जिंकण्याचे समाधान असते.	फळ 
परिणाम	संयम बाळगण्याचे फळ शांत आयुष्य असते.	फळ 
परिणाम	प्रामाणिकतेचे फळ विश्वास असतो.	फळ 
परिणाम	प्रेमाचे फळ चांगले नाते असते.	फळ 
परिणाम	सुशिक्षित होण्याचे फळ आत्मनिर्भरता असते.	फळ 
परिणाम	आत्मसंयमाचे फळ दीर्घकालीन यश असते.	फळ 
परिणाम	योग्य संगतीचे फळ सकारात्मक व्यक्तिमत्त्व असते.	फळ 
परिणाम	मनाच्या शांतीचे फळ आनंद असते.	फळ 
परिणाम	क्रोधाचे फळ पश्चात्ताप असते.	फळ 
परिणाम	संयमाने घेतलेल्या निर्णयाचे फळ चांगलेच मिळते.	फळ 
परिणाम	आई-वडिलांचा आदर करण्याचे फळ सुखी जीवन असते.	फळ 
परिणाम	चांगल्या मित्रांचे फळ मदतीसाठी तत्पर व्यक्ती मिळणे असते.	फळ 
परिणाम	क्षमेचे फळ संतोष असते.	फळ 
परिणाम	धैर्याने घेतलेल्या निर्णयाचे फळ मजबूत भविष्य असते.	फळ 
परिणाम	सचोटीचे फळ लोकांचा विश्वास असतो.	फळ 
परिणाम	सकारात्मकता बाळगण्याचे फळ संधी मिळवून देणे असते.	फळ 
परिणाम	जबाबदारी पेलण्याचे फळ नेतृत्वगुण विकसित होणे असते.	फळ 
परिणाम	माणुसकीचे फळ चांगले नाते असते.	फळ 
परिणाम	वाईट कर्मांचे फळ कधी ना कधी मिळतेच.	फळ 
परिणाम	सतत शिकण्याचे फळ बुद्धी वाढवणे असते.	फळ 
परिणाम	जबाबदारीचे फळ विश्वासार्हता असते.	फळ 
परिणाम	परिश्रमाचे फळ समाधानकारक आयुष्य असते.	फळ 
परिणाम	वाईट सवयीचे फळ शारीरिक हानी असते.	फळ 
परिणाम	काटकसर करण्याचे फळ आर्थिक स्थैर्य असते.	फळ 
परिणाम	श्रद्धेचे फळ मानसिक शांती असते.	फळ 
परिणाम	तणावाचे फळ आरोग्याच्या समस्या असतात.	फळ 
परिणाम	ज्ञानाचे फळ योग्य निर्णय घेणे असते.	फळ 
परिणाम	चांगल्या संस्कारांचे फळ सन्मान मिळणे असते.	फळ 
परिणाम	अपयशाचे फळ धडा शिकणे असते.	फळ 
परिणाम	आत्मशिस्तीचे फळ यशस्वी जीवन असते.	फळ 
परिणाम	संयमाचे फळ कठीण परिस्थितीत स्थिर राहण्यास मदत करते.	फळ 
परिणाम	मेहनतीचे फळ मोठे स्वप्न पूर्ण करण्यास मदत करते.	फळ 
परिणाम	सकारात्मक विचारांचे फळ आनंदी जीवन असते.	फळ 
परिणाम	लोभाचे फळ कधीच समाधानकारक नसते.	फळ 
परिणाम	स्वावलंबनाचे फळ आत्मविश्वास असतो.	फळ 
परिणाम	व्यायामाचे फळ निरोगी शरीर असते.	फळ 
परिणाम	सतत प्रयत्नांचे फळ महान कार्यगती असते.	फळ 
परिणाम	सुसंवादाचे फळ उत्तम नाते असते.	फळ 
परिणाम	वक्तशीरतेचे फळ संधी गमावण्यापासून वाचवते.	फळ 
परिणाम	सहनशीलतेचे फळ मोठ्या गोष्टी साध्य करण्यास मदत करते.	फळ 
परिणाम	कृतज्ञतेचे फळ मनःशांती असते.	फळ 
परिणाम	विवेकाचे फळ चांगले निर्णय असतात.	फळ 
परिणाम	आलस्याचे फळ संधी गमावणे असते.	फळ 
परिणाम	चांगल्या विचारांचे फळ प्रेरणादायी जीवन असते.	फळ 
परिणाम	साधेपणाचे फळ मानसिक शांती असते.	फळ 
परिणाम	स्वार्थाचे फळ एकाकी जीवन असते.	फळ 
परिणाम	धैर्याचे फळ कठीण काळातही उभे राहणे असते.	फळ 
परिणाम	संयमाचे फळ मोठ्या यशात बदलते.	फळ 
परिणाम	चुकीच्या सवयीचे फळ शरीरासाठी हानिकारक असते.	फळ 
परिणाम	सेवाभावी वृत्तीचे फळ लोकांचा आदर असतो.	फळ 
परिणाम	नकारात्मकतेचे फळ अपयश असते.	फळ 
परिणाम	जबाबदारी स्वीकारण्याचे फळ विश्वास मिळणे असते.	फळ 
परिणाम	कठोर परिश्रमांचे फळ समृद्ध जीवन असते.	फळ 
परिणाम	ज्ञानाचा उपयोग करण्याचे फळ प्रभावी नेतृत्व असते.	फळ 
परिणाम	सकारात्मक दृष्टिकोनाचे फळ समस्या सोडवण्याची क्षमता असते.	फळ 
परिणाम	संयमाचे फळ संतुलित व्यक्तिमत्त्व असते.	फळ 
परिणाम	अपयशाचे फळ धाडसी बनवते.	फळ 
परिणाम	ईर्ष्येचे फळ मनःशांती गमावणे असते.	फळ 
परिणाम	परिश्रमांचे फळ निश्चित यश असते.	फळ 
परिणाम	योग्य निवडीचे फळ समाधानकारक जीवन असते.	फळ 
परिणाम	साधेपणाचे फळ लोभापासून मुक्तता असते.	फळ 
परिणाम	सचोटीचे फळ लोकांचा विश्वास असते.	फळ 
परिणाम	संयमाचे फळ मोठ्या अडचणींवर मात करण्याची ताकद देते.	फळ 
परिणाम	आत्मसंयमाचे फळ आत्मशोध असतो.	फळ 
परिणाम	मेहनतीचे फळ कधीच वाया जात नाही.	फळ 
परिणाम	सेवा भावनेचे फळ समाधानकारक आयुष्य असते.	फळ 
परिणाम	संयम आणि परिश्रमाचे फळ कधीही निराश करीत नाही.	फळ 
परिणाम	जबाबदारी स्वीकारण्याचे फळ नेतृत्वगुण असते.	फळ 
परिणाम	प्रेमाचे फळ चांगले नाते असते.	फळ 
परिणाम	सहनशीलतेचे फळ लोकांचा आदर मिळणे असते.	फळ 
परिणाम	मेहनतीचे फळ कधीच वाया जात नाही.	फळ 
परिणाम	धैर्याचे फळ मोठ्या संधी मिळण्यात होते.	फळ 
परिणाम	सतत शिकण्याचे फळ आत्मसंतोष असते.	फळ 
परिणाम	चुकीच्या सवयीचे फळ वाईट परिणाम देतात.	फळ 
परिणाम	संयमाचे फळ आयुष्य सुखकर बनवते.	फळ 
परिणाम	चांगल्या कर्मांचे फळ नेहमीच चांगले मिळते.	फळ 
परिणाम	चांगल्या विचारांचे फळ सकारात्मक जीवन असते.	फळ 
परिणाम	लोभाचे फळ कधीच समाधानकारक नसते.	फळ 
परिणाम	नकारात्मक वृत्तीचे फळ अपयश असते.	फळ 
परिणाम	सकारात्मक दृष्टिकोनाचे फळ यशस्वी आयुष्य असते.	फळ 
परिणाम	परिश्रमाचे फळ कधी ना कधी मिळतेच.	फळ 
परिणाम	ज्ञानाचा योग्य उपयोग केल्याचे फळ मोठे यश असते.	फळ 
परिणाम	चांगल्या वर्तनाचे फळ सन्मान मिळण्यात असते.	फळ 
परिणाम	कठोर परिश्रमांचे फळ मोठ्या स्वप्नांची पूर्ती असते.	फळ 
परिणाम	संयम बाळगण्याचे फळ शांती असते.	फळ 
परिणाम	वाईट संगतीचे फळ नेहमी वाईटच असते.	फळ 
परिणाम	आई-वडिलांची सेवा केल्याचे फळ आशीर्वाद स्वरूपात मिळते.	फळ 
परिणाम	धाडसाचे फळ नेहमीच यशस्वी होण्यात असते.	फळ 
परिणाम	स्वार्थाचे फळ एकाकीपणा असतो.	फळ 
परिणाम	उत्तम शिक्षणाचे फळ चांगले भविष्य असते.	फळ 
परिणाम	समाजसेवेचे फळ लोकांचा आदर मिळण्यात असते.	फळ 
परिणाम	वाईट निर्णयांचे फळ पश्चात्ताप असतो.	फळ 
परिणाम	सहकार्याचे फळ एकत्रित यश असते.	फळ 
परिणाम	वक्तशीरतेचे फळ चांगली प्रतिमा असते.	फळ 
परिणाम	सतत प्रयत्नांचे फळ मोठे यश असते.	फळ 
परिणाम	संयमाचे फळ योग्य वेळेस मिळते.	फळ 
परिणाम	चांगल्या मित्रांचे फळ मदतीसाठी नेहमी कोणी तरी तयार असणे असते.	फळ 
परिणाम	नकारात्मकतेचे फळ आयुष्यातील संधी गमावणे असते.	फळ 
परिणाम	परिश्रमाचे फळ आनंददायक जीवन असते.	फळ 
परिणाम	सहनशीलतेचे फळ लोकांचा सन्मान मिळण्यात असते.	फळ 
परिणाम	प्रेमळ स्वभावाचे फळ चांगली माणसे मिळण्यात असते.	फळ 
परिणाम	विश्वासघाताचे फळ एकाकीपणा असतो.	फळ 
परिणाम	परिश्रम न करणाऱ्यांचे फळ निराशाच असते.	फळ 
परिणाम	चांगल्या विचारांचे फळ शांतता असते.	फळ 
परिणाम	चुकीच्या सवयीचे फळ आरोग्यावर परिणाम करते.	फळ 
परिणाम	संयमाचे फळ मोठे ध्येय साध्य करण्यास मदत करते.	फळ 
परिणाम	संयम आणि कष्ट यांचे फळ सुखी जीवन असते.	फळ 
परिणाम	ज्ञानाचे फळ नेहमीच फायदेशीर असते.	फळ 
परिणाम	अपयशाचे फळ अनुभव असतो.	फळ 
परिणाम	धाडसाने घेतलेल्या निर्णयांचे फळ चांगले असते.	फळ 
परिणाम	संयम बाळगण्याचे फळ यशस्वी भविष्य असते.	फळ 
परिणाम	वाईट मार्गाचा अवलंब केल्याचे फळ शेवटी पश्चात्तापच असते.	फळ 
परिणाम	योग्य सल्ल्याचे फळ चांगले परिणाम देणारे असते.	फळ 
परिणाम	चांगल्या संगतीचे फळ सकारात्मकता असते.	फळ 
परिणाम	खोटेपणाचे फळ विश्वासघात असते.	फळ 
परिणाम	परिश्रमाचे फळ श्रीमंती असते.	फळ 
परिणाम	सुशिक्षित होण्याचे फळ आत्मनिर्भरता असते.	फळ 
परिणाम	संयम आणि धैर्याचे फळ मोठे यश असते.	फळ 
परिणाम	चांगल्या सवयीचे फळ निरोगी जीवन असते.	फळ 
परिणाम	धैर्याने घेतलेल्या निर्णयाचे फळ मजबूत भविष्य असते.	फळ 
परिणाम	वक्तशीरतेचे फळ नेहमीच लाभदायक असते.	फळ 
परिणाम	सतत प्रयत्न करणाऱ्यांचे फळ नक्की मिळते.	फळ 
परिणाम	कठीण परिस्थितीचा सामना करण्याचे फळ आत्मबळ वाढवते.	फळ 
परिणाम	संयम बाळगल्याचे फळ चांगलेच असते.	फळ 
परिणाम	प्रेमाचे फळ समाधानकारक नाते असते.	फळ 
परिणाम	नकारात्मक विचारांचे फळ नेहमीच त्रासदायक असते.	फळ 
परिणाम	लाचलुचपत करणाऱ्यांचे फळ समाजात अपमान होण्यात असते.	फळ 
परिणाम	आलस्याचे फळ अपयश असते.	फळ 
परिणाम	सेवाभावनेचे फळ आत्मसंतोष असते.	फळ 
परिणाम	चांगल्या नातेसंबंधांचे फळ आयुष्य आनंदी बनवते.	फळ 
परिणाम	संयमाचे फळ मोठ्या ध्येयपूर्तीस मदत करते.	फळ 
परिणाम	मदतीचा हात दिल्याचे फळ लोकांचा प्रेम मिळण्यात असते.	फळ 
परिणाम	संयम आणि परिश्रमाचे फळ नेहमीच गोड असते.	फळ 
